"","obd.y","obd.m","obd.d","eval_detect","Lat_Species","latitude","longitude","observed_on","source","ssnno","ssnno2","yer_ssn2"
"15",2021,4,6,"no eDNA","Bonnemaisonia hamifera",56.6261666666667,10.3204,"2021-04-06","ddPCR","1st","Jan-Jun","Jan-Jun"
"16",2021,4,6,"no eDNA","Bonnemaisonia hamifera",56.6261666666667,10.3204,"2021-04-06","qPCR","1st","Jan-Jun","Jan-Jun"
"17",2021,5,18,"no eDNA","Bonnemaisonia hamifera",55,13.3,"2021-05-18","ddPCR","1st","Jan-Jun","Jan-Jun"
"18",2021,5,18,"no eDNA","Bonnemaisonia hamifera",55,13.3,"2021-05-18","qPCR","1st","Jan-Jun","Jan-Jun"
"19",2021,6,1,"no eDNA","Bonnemaisonia hamifera",55.713,12.04,"2021-06-01","ddPCR","1st","Jan-Jun","Jan-Jun"
"20",2021,6,1,"no eDNA","Bonnemaisonia hamifera",55.713,12.04,"2021-06-01","qPCR","1st","Jan-Jun","Jan-Jun"
"21",2021,8,24,"no eDNA","Bonnemaisonia hamifera",54.7410833333333,12.0851805555556,"2021-08-24","ddPCR","2nd","Jul-Nov","Jul-Nov"
"22",2021,8,24,"no eDNA","Bonnemaisonia hamifera",54.7410833333333,12.0851805555556,"2021-08-24","qPCR","2nd","Jul-Nov","Jul-Nov"
"23",2021,5,19,"no eDNA","Bonnemaisonia hamifera",55.8666666666667,12.75,"2021-05-19","ddPCR","1st","Jan-Jun","Jan-Jun"
"24",2021,5,19,"no eDNA","Bonnemaisonia hamifera",55.8666666666667,12.75,"2021-05-19","qPCR","1st","Jan-Jun","Jan-Jun"
"25",2021,8,31,"no eDNA","Bonnemaisonia hamifera",54.73475,11.0846527777778,"2021-08-31","ddPCR","2nd","Jul-Nov","Jul-Nov"
"26",2021,8,31,"no eDNA","Bonnemaisonia hamifera",54.73475,11.0846527777778,"2021-08-31","qPCR","2nd","Jul-Nov","Jul-Nov"
"27",2021,4,27,"no eDNA","Bonnemaisonia hamifera",55.7021833333333,9.66136111111111,"2021-04-27","ddPCR","1st","Jan-Jun","Jan-Jun"
"28",2021,4,27,"no eDNA","Bonnemaisonia hamifera",55.7021833333333,9.66136111111111,"2021-04-27","qPCR","1st","Jan-Jun","Jan-Jun"
"29",2021,8,25,"no eDNA","Bonnemaisonia hamifera",55.713,12.04,"2021-08-25","ddPCR","2nd","Jul-Nov","Jul-Nov"
"30",2021,8,25,"no eDNA","Bonnemaisonia hamifera",55.713,12.04,"2021-08-25","qPCR","2nd","Jul-Nov","Jul-Nov"
"31",2021,9,2,"no eDNA","Bonnemaisonia hamifera",56.0778333333333,8.21678611111111,"2021-09-02","ddPCR","2nd","Jul-Nov","Jul-Nov"
"32",2021,9,2,"no eDNA","Bonnemaisonia hamifera",56.0778333333333,8.21678611111111,"2021-09-02","qPCR","2nd","Jul-Nov","Jul-Nov"
"33",2021,5,25,"no eDNA","Bonnemaisonia hamifera",56.8566666666667,10.7834722222222,"2021-05-25","ddPCR","1st","Jan-Jun","Jan-Jun"
"34",2021,5,25,"no eDNA","Bonnemaisonia hamifera",56.8566666666667,10.7834722222222,"2021-05-25","qPCR","1st","Jan-Jun","Jan-Jun"
"35",2021,6,10,"no eDNA","Bonnemaisonia hamifera",55.0334833333333,15.5078333333333,"2021-06-10","ddPCR","1st","Jan-Jun","Jan-Jun"
"36",2021,6,10,"no eDNA","Bonnemaisonia hamifera",55.0334833333333,15.5078333333333,"2021-06-10","qPCR","1st","Jan-Jun","Jan-Jun"
"37",2021,9,27,"no eDNA","Bonnemaisonia hamifera",57.6078333333333,9.90025555555555,"2021-09-27","ddPCR","2nd","Jul-Nov","Jul-Nov"
"38",2021,9,27,"no eDNA","Bonnemaisonia hamifera",57.6078333333333,9.90025555555555,"2021-09-27","qPCR","2nd","Jul-Nov","Jul-Nov"
"39",2021,9,7,"no eDNA","Bonnemaisonia hamifera",55.8616666666667,12.7336055555556,"2021-09-07","ddPCR","2nd","Jul-Nov","Jul-Nov"
"40",2021,9,7,"no eDNA","Bonnemaisonia hamifera",55.8616666666667,12.7336055555556,"2021-09-07","qPCR","2nd","Jul-Nov","Jul-Nov"
"41",2021,5,26,"no eDNA","Bonnemaisonia hamifera",56.6208333333333,9.06681944444444,"2021-05-26","ddPCR","1st","Jan-Jun","Jan-Jun"
"42",2021,5,26,"no eDNA","Bonnemaisonia hamifera",56.6208333333333,9.06681944444444,"2021-05-26","qPCR","1st","Jan-Jun","Jan-Jun"
"43",2021,6,17,"no eDNA","Bonnemaisonia hamifera",57.6078333333333,9.90025555555555,"2021-06-17","ddPCR","1st","Jan-Jun","Jan-Jun"
"44",2021,6,17,"no eDNA","Bonnemaisonia hamifera",57.6078333333333,9.90025555555555,"2021-06-17","qPCR","1st","Jan-Jun","Jan-Jun"
"45",2021,6,23,"no eDNA","Bonnemaisonia hamifera",57.5407666666667,10.4687805555556,"2021-06-23","ddPCR","1st","Jan-Jun","Jan-Jun"
"46",2021,6,23,"no eDNA","Bonnemaisonia hamifera",57.5407666666667,10.4687805555556,"2021-06-23","qPCR","1st","Jan-Jun","Jan-Jun"
"47",2021,5,7,"no eDNA","Bonnemaisonia hamifera",56.6626666666667,9.96678333333333,"2021-05-07","ddPCR","1st","Jan-Jun","Jan-Jun"
"48",2021,5,7,"no eDNA","Bonnemaisonia hamifera",56.6626666666667,9.96678333333333,"2021-05-07","qPCR","1st","Jan-Jun","Jan-Jun"
"49",2021,9,15,"no eDNA","Bonnemaisonia hamifera",56.4437333333333,10.9524027777778,"2021-09-15","ddPCR","2nd","Jul-Nov","Jul-Nov"
"50",2021,9,15,"no eDNA","Bonnemaisonia hamifera",56.4437333333333,10.9524027777778,"2021-09-15","qPCR","2nd","Jul-Nov","Jul-Nov"
"51",2021,5,17,"no eDNA","Bonnemaisonia hamifera",56.1316666666667,11.1513361111111,"2021-05-17","ddPCR","1st","Jan-Jun","Jan-Jun"
"52",2021,5,17,"no eDNA","Bonnemaisonia hamifera",56.1316666666667,11.1513361111111,"2021-05-17","qPCR","1st","Jan-Jun","Jan-Jun"
"53",2021,5,19,"no eDNA","Bonnemaisonia hamifera",55.3375166666667,8.35012777777778,"2021-05-19","ddPCR","1st","Jan-Jun","Jan-Jun"
"54",2021,5,19,"no eDNA","Bonnemaisonia hamifera",55.3375166666667,8.35012777777778,"2021-05-19","qPCR","1st","Jan-Jun","Jan-Jun"
"55",2021,5,21,"no eDNA","Bonnemaisonia hamifera",55.0938666666667,8.56828611111111,"2021-05-21","ddPCR","1st","Jan-Jun","Jan-Jun"
"56",2021,5,21,"no eDNA","Bonnemaisonia hamifera",55.0938666666667,8.56828611111111,"2021-05-21","qPCR","1st","Jan-Jun","Jan-Jun"
"57",2021,6,4,"no eDNA","Bonnemaisonia hamifera",56.9543333333333,9.07075,"2021-06-04","ddPCR","1st","Jan-Jun","Jan-Jun"
"58",2021,6,4,"no eDNA","Bonnemaisonia hamifera",56.9543333333333,9.07075,"2021-06-04","qPCR","1st","Jan-Jun","Jan-Jun"
"59",2021,6,14,"no eDNA","Bonnemaisonia hamifera",55.4678333333333,10.5169333333333,"2021-06-14","ddPCR","1st","Jan-Jun","Jan-Jun"
"60",2021,6,14,"no eDNA","Bonnemaisonia hamifera",55.4678333333333,10.5169333333333,"2021-06-14","qPCR","1st","Jan-Jun","Jan-Jun"
"61",2021,9,14,"no eDNA","Bonnemaisonia hamifera",55.25,15.9833333333333,"2021-09-14","ddPCR","2nd","Jul-Nov","Jul-Nov"
"62",2021,9,14,"no eDNA","Bonnemaisonia hamifera",55.25,15.9833333333333,"2021-09-14","qPCR","2nd","Jul-Nov","Jul-Nov"
"63",2021,8,30,"no eDNA","Bonnemaisonia hamifera",55.6743833333333,10.0845083333333,"2021-08-30","ddPCR","2nd","Jul-Nov","Jul-Nov"
"64",2021,8,30,"no eDNA","Bonnemaisonia hamifera",55.6743833333333,10.0845083333333,"2021-08-30","qPCR","2nd","Jul-Nov","Jul-Nov"
"65",2021,5,21,"no eDNA","Bonnemaisonia hamifera",54.9975833333333,10.1654166666667,"2021-05-21","ddPCR","1st","Jan-Jun","Jan-Jun"
"66",2021,5,21,"no eDNA","Bonnemaisonia hamifera",54.9975833333333,10.1654166666667,"2021-05-21","qPCR","1st","Jan-Jun","Jan-Jun"
"67",2021,9,2,"eDNA detected","Bonnemaisonia hamifera",56.954,9.05020833333333,"2021-09-02","ddPCR","2nd","Jul-Nov","Jul-Nov"
"68",2021,9,2,"no eDNA","Bonnemaisonia hamifera",56.954,9.05020833333333,"2021-09-02","qPCR","2nd","Jul-Nov","Jul-Nov"
"69",2021,10,26,"no eDNA","Bonnemaisonia hamifera",56.6626666666667,9.96678333333333,"2021-10-26","ddPCR","2nd","Jul-Nov","Jul-Nov"
"70",2021,10,26,"no eDNA","Bonnemaisonia hamifera",56.6626666666667,9.96678333333333,"2021-10-26","qPCR","2nd","Jul-Nov","Jul-Nov"
"71",2021,10,13,"no eDNA","Bonnemaisonia hamifera",55.4678333333333,10.5169333333333,"2021-10-13","ddPCR","2nd","Jul-Nov","Jul-Nov"
"72",2021,10,13,"no eDNA","Bonnemaisonia hamifera",55.4678333333333,10.5169333333333,"2021-10-13","qPCR","2nd","Jul-Nov","Jul-Nov"
"73",2021,5,11,"no eDNA","Bonnemaisonia hamifera",55.6743833333333,10.0845083333333,"2021-05-11","ddPCR","1st","Jan-Jun","Jan-Jun"
"74",2021,5,11,"no eDNA","Bonnemaisonia hamifera",55.6743833333333,10.0845083333333,"2021-05-11","qPCR","1st","Jan-Jun","Jan-Jun"
"75",2021,9,2,"no eDNA","Bonnemaisonia hamifera",54.9996666666667,13.3,"2021-09-02","ddPCR","2nd","Jul-Nov","Jul-Nov"
"76",2021,9,2,"no eDNA","Bonnemaisonia hamifera",54.9996666666667,13.3,"2021-09-02","qPCR","2nd","Jul-Nov","Jul-Nov"
"77",2021,9,6,"no eDNA","Bonnemaisonia hamifera",56.6208333333333,9.06681944444444,"2021-09-06","ddPCR","2nd","Jul-Nov","Jul-Nov"
"78",2021,9,6,"no eDNA","Bonnemaisonia hamifera",56.6208333333333,9.06681944444444,"2021-09-06","qPCR","2nd","Jul-Nov","Jul-Nov"
"79",2021,9,20,"no eDNA","Bonnemaisonia hamifera",55.3375166666667,8.35012777777778,"2021-09-20","ddPCR","2nd","Jul-Nov","Jul-Nov"
"80",2021,9,20,"no eDNA","Bonnemaisonia hamifera",55.3375166666667,8.35012777777778,"2021-09-20","qPCR","2nd","Jul-Nov","Jul-Nov"
"81",2021,9,7,"no eDNA","Bonnemaisonia hamifera",56.8561,10.7845083333333,"2021-09-07","ddPCR","2nd","Jul-Nov","Jul-Nov"
"82",2021,9,7,"no eDNA","Bonnemaisonia hamifera",56.8561,10.7845083333333,"2021-09-07","qPCR","2nd","Jul-Nov","Jul-Nov"
"83",2021,10,22,"no eDNA","Bonnemaisonia hamifera",54.9976833333333,10.1517305555556,"2021-10-22","ddPCR","2nd","Jul-Nov","Jul-Nov"
"84",2021,10,22,"no eDNA","Bonnemaisonia hamifera",54.9976833333333,10.1517305555556,"2021-10-22","qPCR","2nd","Jul-Nov","Jul-Nov"
"85",2021,9,16,"no eDNA","Bonnemaisonia hamifera",56.1305,11.1501055555556,"2021-09-16","ddPCR","2nd","Jul-Nov","Jul-Nov"
"86",2021,9,16,"no eDNA","Bonnemaisonia hamifera",56.1305,11.1501055555556,"2021-09-16","qPCR","2nd","Jul-Nov","Jul-Nov"
"87",2021,5,20,"eDNA detected","Bonnemaisonia hamifera",55.4392166666667,10.8276944444444,"2021-05-20","ddPCR","1st","Jan-Jun","Jan-Jun"
"88",2021,5,20,"eDNA detected","Bonnemaisonia hamifera",55.4392166666667,10.8276944444444,"2021-05-20","qPCR","1st","Jan-Jun","Jan-Jun"
"89",2021,5,17,"no eDNA","Bonnemaisonia hamifera",56.2094,10.6003444444444,"2021-05-17","ddPCR","1st","Jan-Jun","Jan-Jun"
"90",2021,5,17,"no eDNA","Bonnemaisonia hamifera",56.2094,10.6003444444444,"2021-05-17","qPCR","1st","Jan-Jun","Jan-Jun"
"91",2021,8,24,"no eDNA","Bonnemaisonia hamifera",56.1544166666667,10.3166972222222,"2021-08-24","ddPCR","2nd","Jul-Nov","Jul-Nov"
"92",2021,8,24,"no eDNA","Bonnemaisonia hamifera",56.1544166666667,10.3166972222222,"2021-08-24","qPCR","2nd","Jul-Nov","Jul-Nov"
"93",2021,5,17,"no eDNA","Callinectes sapidus",56.1547333333333,10.3170055555556,"2021-05-17","ddPCR","1st","Jan-Jun","Jan-Jun"
"94",2021,5,17,"no eDNA","Callinectes sapidus",56.1547333333333,10.3170055555556,"2021-05-17","qPCR","1st","Jan-Jun","Jan-Jun"
"95",2021,4,15,"no eDNA","Callinectes sapidus",56.6008333333333,8.400225,"2021-04-15","ddPCR","1st","Jan-Jun","Jan-Jun"
"96",2021,4,15,"no eDNA","Callinectes sapidus",56.6008333333333,8.400225,"2021-04-15","qPCR","1st","Jan-Jun","Jan-Jun"
"97",2021,3,19,"no eDNA","Callinectes sapidus",55.0262,10.3685111111111,"2021-03-19","ddPCR","1st","Jan-Jun","Jan-Jun"
"98",2021,3,19,"no eDNA","Callinectes sapidus",55.0262,10.3685111111111,"2021-03-19","qPCR","1st","Jan-Jun","Jan-Jun"
"99",2021,3,15,"no eDNA","Callinectes sapidus",54.8341666666667,9.81666666666667,"2021-03-15","ddPCR","1st","Jan-Jun","Jan-Jun"
"100",2021,3,15,"no eDNA","Callinectes sapidus",54.8341666666667,9.81666666666667,"2021-03-15","qPCR","1st","Jan-Jun","Jan-Jun"
"101",2021,3,17,"no eDNA","Callinectes sapidus",55.8656666666667,11.7835111111111,"2021-03-17","ddPCR","1st","Jan-Jun","Jan-Jun"
"102",2021,3,17,"no eDNA","Callinectes sapidus",55.8656666666667,11.7835111111111,"2021-03-17","qPCR","1st","Jan-Jun","Jan-Jun"
"103",2021,4,14,"no eDNA","Callinectes sapidus",55.1395,11.5002361111111,"2021-04-14","ddPCR","1st","Jan-Jun","Jan-Jun"
"104",2021,4,14,"no eDNA","Callinectes sapidus",55.1395,11.5002361111111,"2021-04-14","qPCR","1st","Jan-Jun","Jan-Jun"
"105",2021,4,26,"no eDNA","Callinectes sapidus",56.0778333333333,8.21670555555556,"2021-04-26","ddPCR","1st","Jan-Jun","Jan-Jun"
"106",2021,4,26,"no eDNA","Callinectes sapidus",56.0778333333333,8.21670555555556,"2021-04-26","qPCR","1st","Jan-Jun","Jan-Jun"
"107",2021,4,6,"no eDNA","Callinectes sapidus",56.6261666666667,10.3204,"2021-04-06","ddPCR","1st","Jan-Jun","Jan-Jun"
"108",2021,4,6,"no eDNA","Callinectes sapidus",56.6261666666667,10.3204,"2021-04-06","qPCR","1st","Jan-Jun","Jan-Jun"
"109",2021,5,18,"no eDNA","Callinectes sapidus",55,13.3,"2021-05-18","ddPCR","1st","Jan-Jun","Jan-Jun"
"110",2021,5,18,"no eDNA","Callinectes sapidus",55,13.3,"2021-05-18","qPCR","1st","Jan-Jun","Jan-Jun"
"111",2021,6,1,"no eDNA","Callinectes sapidus",55.713,12.04,"2021-06-01","ddPCR","1st","Jan-Jun","Jan-Jun"
"112",2021,6,1,"no eDNA","Callinectes sapidus",55.713,12.04,"2021-06-01","qPCR","1st","Jan-Jun","Jan-Jun"
"113",2021,8,24,"no eDNA","Callinectes sapidus",54.7410833333333,12.0851805555556,"2021-08-24","ddPCR","2nd","Jul-Nov","Jul-Nov"
"114",2021,8,24,"no eDNA","Callinectes sapidus",54.7410833333333,12.0851805555556,"2021-08-24","qPCR","2nd","Jul-Nov","Jul-Nov"
"115",2021,5,19,"no eDNA","Callinectes sapidus",55.8666666666667,12.75,"2021-05-19","ddPCR","1st","Jan-Jun","Jan-Jun"
"116",2021,5,19,"no eDNA","Callinectes sapidus",55.8666666666667,12.75,"2021-05-19","qPCR","1st","Jan-Jun","Jan-Jun"
"117",2021,8,31,"no eDNA","Callinectes sapidus",54.73475,11.0846527777778,"2021-08-31","ddPCR","2nd","Jul-Nov","Jul-Nov"
"118",2021,8,31,"no eDNA","Callinectes sapidus",54.73475,11.0846527777778,"2021-08-31","qPCR","2nd","Jul-Nov","Jul-Nov"
"119",2021,4,27,"no eDNA","Callinectes sapidus",55.7021833333333,9.66136111111111,"2021-04-27","ddPCR","1st","Jan-Jun","Jan-Jun"
"120",2021,4,27,"no eDNA","Callinectes sapidus",55.7021833333333,9.66136111111111,"2021-04-27","qPCR","1st","Jan-Jun","Jan-Jun"
"121",2021,8,25,"no eDNA","Callinectes sapidus",55.713,12.04,"2021-08-25","ddPCR","2nd","Jul-Nov","Jul-Nov"
"122",2021,8,25,"no eDNA","Callinectes sapidus",55.713,12.04,"2021-08-25","qPCR","2nd","Jul-Nov","Jul-Nov"
"123",2021,9,2,"no eDNA","Callinectes sapidus",56.0778333333333,8.21678611111111,"2021-09-02","ddPCR","2nd","Jul-Nov","Jul-Nov"
"124",2021,9,2,"no eDNA","Callinectes sapidus",56.0778333333333,8.21678611111111,"2021-09-02","qPCR","2nd","Jul-Nov","Jul-Nov"
"125",2021,5,25,"eDNA detected","Callinectes sapidus",56.8566666666667,10.7834722222222,"2021-05-25","ddPCR","1st","Jan-Jun","Jan-Jun"
"126",2021,5,25,"no eDNA","Callinectes sapidus",56.8566666666667,10.7834722222222,"2021-05-25","qPCR","1st","Jan-Jun","Jan-Jun"
"127",2021,6,10,"no eDNA","Callinectes sapidus",55.0334833333333,15.5078333333333,"2021-06-10","ddPCR","1st","Jan-Jun","Jan-Jun"
"128",2021,6,10,"no eDNA","Callinectes sapidus",55.0334833333333,15.5078333333333,"2021-06-10","qPCR","1st","Jan-Jun","Jan-Jun"
"129",2021,9,27,"no eDNA","Callinectes sapidus",57.6078333333333,9.90025555555555,"2021-09-27","ddPCR","2nd","Jul-Nov","Jul-Nov"
"130",2021,9,27,"no eDNA","Callinectes sapidus",57.6078333333333,9.90025555555555,"2021-09-27","qPCR","2nd","Jul-Nov","Jul-Nov"
"131",2021,9,7,"no eDNA","Callinectes sapidus",55.8616666666667,12.7336055555556,"2021-09-07","ddPCR","2nd","Jul-Nov","Jul-Nov"
"132",2021,9,7,"no eDNA","Callinectes sapidus",55.8616666666667,12.7336055555556,"2021-09-07","qPCR","2nd","Jul-Nov","Jul-Nov"
"133",2021,5,26,"no eDNA","Callinectes sapidus",56.6208333333333,9.06681944444444,"2021-05-26","ddPCR","1st","Jan-Jun","Jan-Jun"
"134",2021,5,26,"no eDNA","Callinectes sapidus",56.6208333333333,9.06681944444444,"2021-05-26","qPCR","1st","Jan-Jun","Jan-Jun"
"135",2021,6,17,"no eDNA","Callinectes sapidus",57.6078333333333,9.90025555555555,"2021-06-17","ddPCR","1st","Jan-Jun","Jan-Jun"
"136",2021,6,17,"no eDNA","Callinectes sapidus",57.6078333333333,9.90025555555555,"2021-06-17","qPCR","1st","Jan-Jun","Jan-Jun"
"137",2021,6,23,"no eDNA","Callinectes sapidus",57.5407666666667,10.4687805555556,"2021-06-23","ddPCR","1st","Jan-Jun","Jan-Jun"
"138",2021,6,23,"no eDNA","Callinectes sapidus",57.5407666666667,10.4687805555556,"2021-06-23","qPCR","1st","Jan-Jun","Jan-Jun"
"139",2021,5,7,"no eDNA","Callinectes sapidus",56.6626666666667,9.96678333333333,"2021-05-07","ddPCR","1st","Jan-Jun","Jan-Jun"
"140",2021,5,7,"no eDNA","Callinectes sapidus",56.6626666666667,9.96678333333333,"2021-05-07","qPCR","1st","Jan-Jun","Jan-Jun"
"141",2021,9,15,"no eDNA","Callinectes sapidus",56.4437333333333,10.9524027777778,"2021-09-15","ddPCR","2nd","Jul-Nov","Jul-Nov"
"142",2021,9,15,"no eDNA","Callinectes sapidus",56.4437333333333,10.9524027777778,"2021-09-15","qPCR","2nd","Jul-Nov","Jul-Nov"
"143",2021,5,17,"no eDNA","Callinectes sapidus",56.1316666666667,11.1513361111111,"2021-05-17","ddPCR","1st","Jan-Jun","Jan-Jun"
"144",2021,5,17,"no eDNA","Callinectes sapidus",56.1316666666667,11.1513361111111,"2021-05-17","qPCR","1st","Jan-Jun","Jan-Jun"
"145",2021,5,19,"no eDNA","Callinectes sapidus",55.3375166666667,8.35012777777778,"2021-05-19","ddPCR","1st","Jan-Jun","Jan-Jun"
"146",2021,5,19,"no eDNA","Callinectes sapidus",55.3375166666667,8.35012777777778,"2021-05-19","qPCR","1st","Jan-Jun","Jan-Jun"
"147",2021,5,21,"no eDNA","Callinectes sapidus",55.0938666666667,8.56828611111111,"2021-05-21","ddPCR","1st","Jan-Jun","Jan-Jun"
"148",2021,5,21,"no eDNA","Callinectes sapidus",55.0938666666667,8.56828611111111,"2021-05-21","qPCR","1st","Jan-Jun","Jan-Jun"
"149",2021,6,4,"no eDNA","Callinectes sapidus",56.9543333333333,9.07075,"2021-06-04","ddPCR","1st","Jan-Jun","Jan-Jun"
"150",2021,6,4,"no eDNA","Callinectes sapidus",56.9543333333333,9.07075,"2021-06-04","qPCR","1st","Jan-Jun","Jan-Jun"
"151",2021,6,14,"no eDNA","Callinectes sapidus",55.4678333333333,10.5169333333333,"2021-06-14","ddPCR","1st","Jan-Jun","Jan-Jun"
"152",2021,6,14,"no eDNA","Callinectes sapidus",55.4678333333333,10.5169333333333,"2021-06-14","qPCR","1st","Jan-Jun","Jan-Jun"
"153",2021,9,14,"no eDNA","Callinectes sapidus",55.25,15.9833333333333,"2021-09-14","ddPCR","2nd","Jul-Nov","Jul-Nov"
"154",2021,9,14,"no eDNA","Callinectes sapidus",55.25,15.9833333333333,"2021-09-14","qPCR","2nd","Jul-Nov","Jul-Nov"
"155",2021,8,30,"no eDNA","Callinectes sapidus",55.6743833333333,10.0845083333333,"2021-08-30","ddPCR","2nd","Jul-Nov","Jul-Nov"
"156",2021,8,30,"no eDNA","Callinectes sapidus",55.6743833333333,10.0845083333333,"2021-08-30","qPCR","2nd","Jul-Nov","Jul-Nov"
"157",2021,5,21,"no eDNA","Callinectes sapidus",54.9975833333333,10.1654166666667,"2021-05-21","ddPCR","1st","Jan-Jun","Jan-Jun"
"158",2021,5,21,"no eDNA","Callinectes sapidus",54.9975833333333,10.1654166666667,"2021-05-21","qPCR","1st","Jan-Jun","Jan-Jun"
"159",2021,9,2,"no eDNA","Callinectes sapidus",56.954,9.05020833333333,"2021-09-02","ddPCR","2nd","Jul-Nov","Jul-Nov"
"160",2021,9,2,"no eDNA","Callinectes sapidus",56.954,9.05020833333333,"2021-09-02","qPCR","2nd","Jul-Nov","Jul-Nov"
"161",2021,10,26,"no eDNA","Callinectes sapidus",56.6626666666667,9.96678333333333,"2021-10-26","ddPCR","2nd","Jul-Nov","Jul-Nov"
"162",2021,10,26,"no eDNA","Callinectes sapidus",56.6626666666667,9.96678333333333,"2021-10-26","qPCR","2nd","Jul-Nov","Jul-Nov"
"163",2021,10,13,"no eDNA","Callinectes sapidus",55.4678333333333,10.5169333333333,"2021-10-13","ddPCR","2nd","Jul-Nov","Jul-Nov"
"164",2021,10,13,"no eDNA","Callinectes sapidus",55.4678333333333,10.5169333333333,"2021-10-13","qPCR","2nd","Jul-Nov","Jul-Nov"
"165",2021,5,11,"no eDNA","Callinectes sapidus",55.6743833333333,10.0845083333333,"2021-05-11","ddPCR","1st","Jan-Jun","Jan-Jun"
"166",2021,5,11,"no eDNA","Callinectes sapidus",55.6743833333333,10.0845083333333,"2021-05-11","qPCR","1st","Jan-Jun","Jan-Jun"
"167",2021,9,2,"no eDNA","Callinectes sapidus",54.9996666666667,13.3,"2021-09-02","ddPCR","2nd","Jul-Nov","Jul-Nov"
"168",2021,9,2,"no eDNA","Callinectes sapidus",54.9996666666667,13.3,"2021-09-02","qPCR","2nd","Jul-Nov","Jul-Nov"
"169",2021,9,6,"eDNA detected","Callinectes sapidus",56.6208333333333,9.06681944444444,"2021-09-06","ddPCR","2nd","Jul-Nov","Jul-Nov"
"170",2021,9,6,"no eDNA","Callinectes sapidus",56.6208333333333,9.06681944444444,"2021-09-06","qPCR","2nd","Jul-Nov","Jul-Nov"
"171",2021,9,20,"no eDNA","Callinectes sapidus",55.3375166666667,8.35012777777778,"2021-09-20","ddPCR","2nd","Jul-Nov","Jul-Nov"
"172",2021,9,20,"no eDNA","Callinectes sapidus",55.3375166666667,8.35012777777778,"2021-09-20","qPCR","2nd","Jul-Nov","Jul-Nov"
"173",2021,9,7,"no eDNA","Callinectes sapidus",56.8561,10.7845083333333,"2021-09-07","ddPCR","2nd","Jul-Nov","Jul-Nov"
"174",2021,9,7,"no eDNA","Callinectes sapidus",56.8561,10.7845083333333,"2021-09-07","qPCR","2nd","Jul-Nov","Jul-Nov"
"175",2021,10,22,"no eDNA","Callinectes sapidus",54.9976833333333,10.1517305555556,"2021-10-22","ddPCR","2nd","Jul-Nov","Jul-Nov"
"176",2021,10,22,"no eDNA","Callinectes sapidus",54.9976833333333,10.1517305555556,"2021-10-22","qPCR","2nd","Jul-Nov","Jul-Nov"
"177",2021,9,16,"no eDNA","Callinectes sapidus",56.1305,11.1501055555556,"2021-09-16","ddPCR","2nd","Jul-Nov","Jul-Nov"
"178",2021,9,16,"no eDNA","Callinectes sapidus",56.1305,11.1501055555556,"2021-09-16","qPCR","2nd","Jul-Nov","Jul-Nov"
