Well,Sampledescription1,Sampledescription2,Sampledescription3,Sampledescription4,Target,Conc(copies/µL),MolecularWeight(pg/µL),Status,StatusReason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,AcceptedDroplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Sample
B04,MST2021-075,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.175214648246765,0,20118,0,20118,0,0,0,0,,,,,,,,,2531.15405273438,,,,48.2284096275075,,,,,,,,,,,,,814.331824844501,814.331824844501,,,,,0.080059789121151,0,,,,,,,,,,,,,No,MST2021-075
B05,MST2021-064,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.172970458865166,0,20379,0,20379,0,0,0,0,,,,,,,,,2531.15405273438,,,,47.7763495249086,,,,,,,,,,,,,799.05687835632,799.05687835632,,,,,0.0790344104170799,0,,,,,,,,,,,,,No,MST2021-064
B06,MST1054,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.176707983016968,0,19948,0,19948,0,0,0,0,,,,,,,,,2531.15405273438,,,,43.0844446190145,,,,,,,,,,,,,820.717650672633,820.717650672633,,,,,0.0807421058416367,0,,,,,,,,,,,,,No,MST1054
B07,MST2021-076,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.213031068444252,0,16547,0,16547,0,0,0,0,,,,,,,,,2531.15405273438,,,,41.208510655016,,,,,,,,,,,,,776.271586076899,776.271586076899,,,,,0.0973381772637367,0,,,,,,,,,,,,,No,MST2021-076
C01,STD,templvol5,1E3,,MyaareCO1,239.106155395508,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,4782.123046875,,,246.880004882813,231.383346557617,19960,3671,16289,0,0,0,0,,,,,,,,,2531.15405273438,,,7.82554728857025,26.8568775392446,,,,,,,,,,,,5994.25217059704,831.076822958508,1780.67685808782,,,,,243.065994262695,235.159606933594,,,,,,,,,,,,,No,STD
C02,MST2021-028,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.187579140067101,0,18792,0,18792,0,0,0,0,,,,,,,,,2531.15405273438,,,,49.6847572393898,,,,,,,,,,,,,810.529419188907,810.529419188907,,,,,0.0857091769576073,0,,,,,,,,,,,,,No,MST2021-028
C03,MST2021-071,templvol5,,,MyaareCO1,7.33982992172241,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,146.796600341797,,,8.67057704925537,6.01058673858643,18812,117,18695,0,0,0,0,,,,,,,,,2531.15405273438,,,10.6793034372007,46.0046394518215,,,,,,,,,,,,5490.94083450187,796.932450588784,826.12652782235,,,,,8.01859474182129,6.66145706176758,,,,,,,,,,,,,No,MST2021-071
C04,MST1022,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.184100985527039,0,19147,0,19147,0,0,0,0,,,,,,,,,2531.15405273438,,,,45.2124111903863,,,,,,,,,,,,,806.944080305167,806.944080305167,,,,,0.0841200053691864,0,,,,,,,,,,,,,No,MST1022
C05,MST2021-079,templvol5,,,MyaareCO1,0.183637022972107,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,3.67274045944214,,,0.486762046813965,0.0435805916786194,19221,3,19218,0,0,0,0,,,,,,,,,2531.15405273438,,,2.79986662736467,43.2733581429839,,,,,,,,,,,,4809.86458333333,811.645597037273,812.269636211035,,,,,0.31440407037735,0.0954264625906944,,,,,,,,,,,,,No,MST2021-079
C06,MST2021-008,templvol5,,,MyaareCO1,0.17637799680233,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,3.52755999565125,,,0.467518299818039,0.0418579839169979,20012,3,20009,0,0,0,0,,,,,,,,,2531.15405273438,,,3.25029818081243,43.8668323153695,,,,,,,,,,,,5092.45646158854,821.729033958644,822.369258937801,,,,,0.301975250244141,0.0916544571518898,,,,,,,,,,,,,No,MST2021-008
C07,MST2021-029,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.221352428197861,0,15925,0,15925,0,0,0,0,,,,,,,,,2531.15405273438,,,,37.184012114184,,,,,,,,,,,,,799.065955107253,799.065955107253,,,,,0.101140186190605,0,,,,,,,,,,,,,No,MST2021-029
D01,STD,templvol5,1E2,,MyaareCO1,22.6547298431396,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,453.094604492188,,,24.9717273712158,20.3422870635986,19295,368,18927,0,0,0,0,,,,,,,,,2531.15405273438,,,6.0121581309395,21.863835107999,,,,,,,,,,,,5880.05855593474,830.295155567381,926.605750609371,,,,,23.8362998962402,21.4743461608887,,,,,,,,,,,,,No,STD
D02,MST2021-031,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.188855543732643,0,18665,0,18665,0,0,0,0,,,,,,,,,2531.15405273438,,,,50.2116456394541,,,,,,,,,,,,,816.347998308478,816.347998308478,,,,,0.0862923786044121,0,,,,,,,,,,,,,No,MST2021-031
D03,MST2021-005,templvol5,,,MyaareCO1,2.48541450500488,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,49.7082901000977,,,3.34043002128601,1.79077196121216,18954,40,18914,0,0,0,0,,,,,,,,,2531.15405273438,,,12.0486033237565,47.0865587125658,,,,,,,,,,,,5697.21990966797,801.637137738244,811.968640897324,,,,,2.89837765693665,2.11375975608826,,,,,,,,,,,,,No,MST2021-005
D04,MST2021-089,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.175589978694916,0,20075,0,20075,0,0,0,0,,,,,,,,,2531.15405273438,,,,46.0349025703437,,,,,,,,,,,,,829.587217569126,829.587217569126,,,,,0.0802312940359116,0,,,,,,,,,,,,,No,MST2021-089
D05,MST2021-082,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.186704754829407,0,18880,0,18880,0,0,0,0,,,,,,,,,2531.15405273438,,,,39.5635290247615,,,,,,,,,,,,,817.471848833763,817.471848833763,,,,,0.0853096693754196,0,,,,,,,,,,,,,No,MST2021-082
D06,MST2021-019,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.174598410725594,0,20189,0,20189,0,0,0,0,,,,,,,,,2531.15405273438,,,,46.6931033031972,,,,,,,,,,,,,839.885007059871,839.885007059871,,,,,0.0797782391309738,0,,,,,,,,,,,,,No,MST2021-019
D07,MST2021-083,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.2370745241642,0,14869,0,14869,0,0,0,0,,,,,,,,,2531.15405273438,,,,33.9808122439244,,,,,,,,,,,,,812.060397495057,812.060397495057,,,,,0.108323514461517,0,,,,,,,,,,,,,No,MST2021-083
E01,STD,templvol5,1E1,,MyaareCO1,2.11666178703308,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,42.3332366943359,,,2.90049028396606,1.48888611793518,19471,35,19436,0,0,0,0,,,,,,,,,2531.15405273438,,,7.25884695730357,21.6273266343849,,,,,,,,,,,,5931.98942522321,837.026109508978,846.184535683802,,,,,2.49406957626343,1.77949488162994,,,,,,,,,,,,,No,STD
E02,MST2021-032,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.190478280186653,0,18506,0,18506,0,0,0,0,,,,,,,,,2531.15405273438,,,,47.6708446211513,,,,,,,,,,,,,814.075040963409,814.075040963409,,,,,0.0870338156819344,0,,,,,,,,,,,,,No,MST2021-032
E03,MST2021-025,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.185936510562897,0,18958,0,18958,0,0,0,0,,,,,,,,,2531.15405273438,,,,47.7453990138377,,,,,,,,,,,,,808.416865561604,808.416865561604,,,,,0.0849586576223373,0,,,,,,,,,,,,,No,MST2021-025
E04,MST2021-088,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.184043303132057,0,19153,0,19153,0,0,0,0,,,,,,,,,2531.15405273438,,,,44.6151496806973,,,,,,,,,,,,,834.000911744713,834.000911744713,,,,,0.0840936526656151,0,,,,,,,,,,,,,No,MST2021-088
E05,MST2021-070,templvol5,,,MyaareCO1,0.0620615929365158,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,1.24123191833496,,,0.296435683965683,0.00260652112774551,18957,1,18956,0,0,0,0,,,,,,,,,2531.15405273438,,,,44.6543023205582,,,,,,,,,,,,6412.7666015625,808.151984960778,808.447633777394,,,,,0.154477372765541,0.016818368807435,,,,,,,,,,,,,No,MST2021-070
E06,MST2021-030,templvol5,,,MyaareCO1,0.177495628595352,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,3.54991245269775,,,0.470481157302856,0.0421232059597969,19886,3,19883,0,0,0,0,,,,,,,,,2531.15405273438,,,13.20382262174,42.6570085252165,,,,,,,,,,,,5874.91552734375,837.840711263921,838.600603874212,,,,,0.303888827562332,0.0922352150082588,,,,,,,,,,,,,No,MST2021-030
E07,MST2021-006,templvol5,,,MyaareCO1,0.148516148328781,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,2.97032308578491,,,0.475763350725174,0.0224989894777536,15844,2,15842,0,0,0,0,,,,,,,,,2531.15405273438,,,24.9383749614832,33.8590360460657,,,,,,,,,,,,5909.96899414063,836.835563822446,837.475949259245,,,,,0.285538911819458,0.064453698694706,,,,,,,,,,,,,No,MST2021-006
F01,STD,templvol5,1E0,,MyaareCO1,7.33717775344849,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,146.743560791016,,,8.63988399505615,6.03591299057007,19623,122,19501,0,0,0,0,,,,,,,,,2531.15405273438,,,7.40836259796488,22.9069725597543,,,,,,,,,,,,5941.42704998079,841.867333059818,873.572285690117,,,,,8.00164318084717,6.67308712005615,,,,,,,,,,,,,No,STD
F02,MST2021-040,templvol5,,,MyaareCO1,0.0626398622989655,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,1.25279724597931,,,0.299198061227798,0.00263080699369311,18782,1,18781,0,0,0,0,,,,,,,,,2531.15405273438,,,,48.6543771587983,,,,,,,,,,,,6082.10107421875,826.541942838751,826.821761768119,,,,,0.155916810035706,0.0169750731438398,,,,,,,,,,,,,No,MST2021-040
F03,NEKFeb2022,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.187738984823227,0,18776,0,18776,0,0,0,0,,,,,,,,,2531.15405273438,,,,48.0402955789245,,,,,,,,,,,,,815.924694446487,815.924694446487,,,,,0.0857822149991989,0,,,,,,,,,,,,,No,NEKFeb2022
F04,MST2021-064,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.177357062697411,0,19875,0,19875,0,0,0,0,,,,,,,,,2531.15405273438,,,,45.095524174678,,,,,,,,,,,,,823.864103752088,823.864103752088,,,,,0.0810386762022972,0,,,,,,,,,,,,,No,MST2021-064
F05,MST1043,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.184428513050079,0,19113,0,19113,0,0,0,0,,,,,,,,,2531.15405273438,,,,43.8308624706762,,,,,,,,,,,,,826.978886182134,826.978886182134,,,,,0.0842696502804756,0,,,,,,,,,,,,,No,MST1043
F06,MST2021-055,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.183449417352676,0,19215,0,19215,0,0,0,0,,,,,,,,,2531.15405273438,,,,42.3815586572979,,,,,,,,,,,,,839.006896419957,839.006896419957,,,,,0.0838223025202751,0,,,,,,,,,,,,,No,MST2021-055
F07,MST2021-011,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.231439337134361,0,15231,0,15231,0,0,0,0,,,,,,,,,2531.15405273438,,,,33.0385684806567,,,,,,,,,,,,,839.258700613418,839.258700613418,,,,,0.1057488322258,0,,,,,,,,,,,,,No,MST2021-011
G01,STD,templvol5,1E-1,,MyaareCO1,1.02893888950348,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,20.5787773132324,,,1.60214555263519,0.612231314182281,19446,17,19429,0,0,0,0,,,,,,,,,2531.15405273438,,,11.9507533656483,32.874724823962,,,,,,,,,,,,6230.6626551011,836.065829549608,840.781871205186,,,,,1.29909372329712,0.799165427684784,,,,,,,,,,,,,No,STD
G02,MST2021-081,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.191004723310471,0,18455,0,18455,0,0,0,0,,,,,,,,,2531.15405273438,,,,45.205299040148,,,,,,,,,,,,,813.542732077128,813.542732077128,,,,,0.0872743427753448,0,,,,,,,,,,,,,No,MST2021-081
G03,MST1028,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.196532145142555,0,17936,0,17936,0,0,0,0,,,,,,,,,2531.15405273438,,,,45.8024909456845,,,,,,,,,,,,,808.149998446217,808.149998446217,,,,,0.0897998288273811,0,,,,,,,,,,,,,No,MST1028
G04,MST2021-051,templvol5,,,MyaareCO1,193.45246887207,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,3869.04931640625,,,200.445587158203,186.500686645508,19548,2964,16584,0,0,0,0,,,,,,,,,2531.15405273438,,,9.02995623508381,41.6199486105916,,,,,,,,,,,,5591.56041961546,827.758834084393,1550.07865705933,,,,,197.015197753906,189.900497436523,,,,,,,,,,,,,No,MST2021-051
G05,MST1024,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.178733080625534,0,19722,0,19722,0,0,0,0,,,,,,,,,2531.15405273438,,,,44.7468649476869,,,,,,,,,,,,,819.54799989198,819.54799989198,,,,,0.0816673785448074,0,,,,,,,,,,,,,No,MST1024
G06,MST2021-085,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.179433688521385,0,19645,0,19645,0,0,0,0,,,,,,,,,2531.15405273438,,,,43.4011770877136,,,,,,,,,,,,,833.603126780257,833.603126780257,,,,,0.0819874927401543,0,,,,,,,,,,,,,No,MST2021-085
G07,MST2021-002,templvol5,,,MyaareCO1,0.145350947976112,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,2.9070188999176,,,0.465622454881668,0.0220195148140192,16189,2,16187,0,0,0,0,,,,,,,,,2531.15405273438,,,15.4377484968123,38.967500620242,,,,,,,,,,,,5773.12646484375,821.289051783875,821.900805124175,,,,,0.279453128576279,0.0630801022052765,,,,,,,,,,,,,No,MST2021-002
H01,NTC,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.17857913672924,0,19739,0,19739,0,0,0,0,,,,,,,,,2531.15405273438,,,,24.9245216863873,,,,,,,,,,,,,839.980662371734,839.980662371734,,,,,0.0815970376133919,0,,,,,,,,,,,,,No,NTC
H02,MST2021-044,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.188200101256371,0,18730,0,18730,0,0,0,0,,,,,,,,,2531.15405273438,,,,46.7160888125311,,,,,,,,,,,,,840.330514713742,840.330514713742,,,,,0.0859929025173187,0,,,,,,,,,,,,,No,MST2021-044
H03,MST1027,templvol5,,,MyaareCO1,0.0647640079259872,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,1.29528021812439,,,0.309345066547394,0.00272001675330102,18166,1,18165,0,0,0,0,,,,,,,,,2531.15405273438,,,,46.2129324491679,,,,,,,,,,,,5421.12646484375,820.826535821269,821.079772633392,,,,,0.161204233765602,0.0175506938248873,,,,,,,,,,,,,No,MST1027
H04,MST2021-009,templvol5,,,MyaareCO1,0,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,0,,,0.175782635807991,0,20053,0,20053,0,0,0,0,,,,,,,,,2531.15405273438,,,,47.5773023466966,,,,,,,,,,,,,826.690425131093,826.690425131093,,,,,0.0803193151950836,0,,,,,,,,,,,,,No,MST2021-009
H05,MST1031,templvol5,,,MyaareCO1,0.176325127482414,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,3.52650260925293,,,0.467378169298172,0.0418454371392727,20018,3,20015,0,0,0,0,,,,,,,,,2531.15405273438,,,57.1627918933414,43.1086316862757,,,,,,,,,,,,5538.07845052083,814.935285852505,815.643120276224,,,,,0.301884710788727,0.0916269868612289,,,,,,,,,,,,,No,MST1031
H06,MST1038,templvol5,,,MyaareCO1,0.812760353088379,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,16.2552070617676,,,1.31962645053864,0.456121623516083,20272,14,20258,0,0,0,0,,,,,,,,,2531.15405273438,,,13.6673715210415,47.4188640537021,,,,,,,,,,,,5519.39857700893,822.373230197397,825.617032232488,,,,,1.0500180721283,0.61427891254425,,,,,,,,,,,,,No,MST1038
H07,MST2021-013,templvol5,,,MyaareCO1,7.93451404571533,,Manual,DropletsAnalyzedManually,DQ,Unknown,Unknown,ddPCRSupermixforProbes(NodUTP),FAM,158.690277099609,,,9.36099815368652,6.50975704193115,17704,119,17585,0,0,0,0,,,,,,,,,2531.15405273438,,,9.25534017465127,41.9795038970302,,,,,,,,,,,,5693.14533958114,827.124518375869,859.832182052068,,,,,8.66209602355957,7.20738172531128,,,,,,,,,,,,,No,MST2021-013
